timestamp,price
2024-05-03 00:00:00+00:00,59135.1733607733
2024-05-04 00:00:00+00:00,62839.34073569376
2024-05-05 00:00:00+00:00,63820.451902924986
2024-05-06 00:00:00+00:00,64010.00865210892
2024-05-07 00:00:00+00:00,63172.48129551341
2024-05-08 00:00:00+00:00,62363.057191718624
2024-05-09 00:00:00+00:00,61215.50400879193
2024-05-10 00:00:00+00:00,63148.599943097026
2024-05-11 00:00:00+00:00,60888.21674957157
2024-05-12 00:00:00+00:00,60776.972079172134
2024-05-13 00:00:00+00:00,61507.054004121346
2024-05-14 00:00:00+00:00,62878.783300729294
2024-05-15 00:00:00+00:00,61569.1130057734
2024-05-16 00:00:00+00:00,66220.51831432826
2024-05-17 00:00:00+00:00,65260.879803346186
2024-05-18 00:00:00+00:00,67053.12326509564
2024-05-19 00:00:00+00:00,66912.61861403697
2024-05-20 00:00:00+00:00,66252.71259591613
2024-05-21 00:00:00+00:00,71430.29700215145
2024-05-22 00:00:00+00:00,70189.8358177002
2024-05-23 00:00:00+00:00,69181.20085677762
2024-05-24 00:00:00+00:00,67906.46534276106
2024-05-25 00:00:00+00:00,68539.91646552991
2024-05-26 00:00:00+00:00,69268.44558973772
2024-05-27 00:00:00+00:00,68508.83110875699
2024-05-28 00:00:00+00:00,69367.23871755725
2024-05-29 00:00:00+00:00,68316.63588049631
2024-05-30 00:00:00+00:00,67577.26558995963
2024-05-31 00:00:00+00:00,68372.49288434093
2024-06-01 00:00:00+00:00,67474.95483698409
2024-06-02 00:00:00+00:00,67704.32641811523
2024-06-03 00:00:00+00:00,67740.01690222476
2024-06-04 00:00:00+00:00,68808.29368590549
2024-06-05 00:00:00+00:00,70600.01116676089
2024-06-06 00:00:00+00:00,71184.59943059199
2024-06-07 00:00:00+00:00,70759.58819301432
2024-06-08 00:00:00+00:00,69325.36238847222
2024-06-09 00:00:00+00:00,69315.1041233966
2024-06-10 00:00:00+00:00,69654.16073760358
2024-06-11 00:00:00+00:00,69493.17760915738
2024-06-12 00:00:00+00:00,67329.15232724321
2024-06-13 00:00:00+00:00,68224.51967501991
2024-06-14 00:00:00+00:00,66700.31696564378
2024-06-15 00:00:00+00:00,66011.07873713733
2024-06-16 00:00:00+00:00,66190.4874891135
2024-06-17 00:00:00+00:00,66615.53782131766
2024-06-18 00:00:00+00:00,66460.38897909952
2024-06-19 00:00:00+00:00,65109.314812190474
2024-06-20 00:00:00+00:00,64907.07460760319
2024-06-21 00:00:00+00:00,64844.67441797763
2024-06-22 00:00:00+00:00,64071.624284709695
2024-06-23 00:00:00+00:00,64239.90348813148
2024-06-24 00:00:00+00:00,63221.35738437477
2024-06-25 00:00:00+00:00,60363.23497529626
2024-06-26 00:00:00+00:00,61770.413870095355
2024-06-27 00:00:00+00:00,60749.89619402014
2024-06-28 00:00:00+00:00,61562.64532550036
2024-06-29 00:00:00+00:00,60317.09697945116
2024-06-30 00:00:00+00:00,60864.44316193428
2024-07-01 00:00:00+00:00,62734.39383945474
2024-07-02 00:00:00+00:00,62819.82226921849
2024-07-03 00:00:00+00:00,62042.5650371006
2024-07-04 00:00:00+00:00,60244.68076433092
2024-07-05 00:00:00+00:00,57189.17412408636
2024-07-06 00:00:00+00:00,56739.86285107204
2024-07-07 00:00:00+00:00,58230.4841542266
2024-07-08 00:00:00+00:00,55880.3753776708
2024-07-09 00:00:00+00:00,56665.140733520275
2024-07-10 00:00:00+00:00,57988.30351208401
2024-07-11 00:00:00+00:00,57704.202284462874
2024-07-12 00:00:00+00:00,57388.192479166675
2024-07-13 00:00:00+00:00,57899.28895749592
2024-07-14 00:00:00+00:00,59152.71913887286
2024-07-15 00:00:00+00:00,60942.32773996293
2024-07-16 00:00:00+00:00,64835.48973321571
2024-07-17 00:00:00+00:00,65162.23625234354
2024-07-18 00:00:00+00:00,64136.31384360687
2024-07-19 00:00:00+00:00,63959.56900809379
2024-07-20 00:00:00+00:00,66689.54880734957
2024-07-21 00:00:00+00:00,67206.06470614894
2024-07-22 00:00:00+00:00,68088.13996324532
2024-07-23 00:00:00+00:00,67607.71339918874
2024-07-24 00:00:00+00:00,65942.41746522837
2024-07-25 00:00:00+00:00,65403.53513022529
2024-07-26 00:00:00+00:00,65749.96361965332
2024-07-27 00:00:00+00:00,67920.2964857025
2024-07-28 00:00:00+00:00,68055.40838968738
2024-07-29 00:00:00+00:00,68242.2474440493
2024-07-30 00:00:00+00:00,66770.32091848266
2024-07-31 00:00:00+00:00,66219.05102486102
2024-08-01 00:00:00+00:00,64679.778647032515
